regulator	target	category	evidence	source	regulator.association.disease	target.association.disease	is_regulator_in_disease	is_target_in_disease	target.reg	regulator.reg
AR	AR	tf-gene	Experimental	Transfac	Androgen-Insensitivity Syndrome, Hypertension, Prostatic Neoplasms, Infertility, Male, Breast Neoplasms, Reifenstein syndrome, Carcinoma, Hepatocellular, Autistic Disorder, Prostatic Intraepithelial Neoplasia, Insulin Resistance, Bulbospinal neuronopathy, X-linked recessive, Leukemia, Alopecia, Breast Neoplasms, Male, Diabetes, Gestational, Hypospadias 1, X-Linked, Neoplasm Recurrence, Local	Androgen-Insensitivity Syndrome, Hypertension, Prostatic Neoplasms, Infertility, Male, Breast Neoplasms, Reifenstein syndrome, Carcinoma, Hepatocellular, Autistic Disorder, Prostatic Intraepithelial Neoplasia, Insulin Resistance, Bulbospinal neuronopathy, X-linked recessive, Leukemia, Alopecia, Breast Neoplasms, Male, Diabetes, Gestational, Hypospadias 1, X-Linked, Neoplasm Recurrence, Local	TRUE	TRUE	1	1
AR	KLK3	tf-gene	Experimental	Transfac	Androgen-Insensitivity Syndrome, Hypertension, Prostatic Neoplasms, Infertility, Male, Breast Neoplasms, Reifenstein syndrome, Carcinoma, Hepatocellular, Autistic Disorder, Prostatic Intraepithelial Neoplasia, Insulin Resistance, Bulbospinal neuronopathy, X-linked recessive, Leukemia, Alopecia, Breast Neoplasms, Male, Diabetes, Gestational, Hypospadias 1, X-Linked, Neoplasm Recurrence, Local	Prostatic Neoplasms, Disease Progression, Neoplasm Recurrence, Local, Phyllodes Tumor of the Prostate	TRUE	FALSE	1	1
ARHGEF7	IL1B	tf-gene	Experimental	PMID20584335		Alzheimer Disease, Inflammation, Pneumonia, Pulmonary Fibrosis, Myocardial Infarction, Seizures, Stomach Neoplasms, Brain Injuries, Arthritis, Experimental, Diabetes Mellitus, Experimental, Drug-Induced Liver Injury, Fever, Hyperalgesia, Mucositis, Pleurisy, Arthritis, Rheumatoid, Multiple Sclerosis, Schizophrenia, Gastritis, Atrophic, Colitis, Ulcerative, Adenocarcinoma, Dermatomyositis, Stroke, Lung Neoplasms, Abortion, Spontaneous, Hypoglycemia, Stomach Ulcer, Dermatitis, Atopic, Anthracosis, Hypersensitivity, Osteoporosis, Postmenopausal, Bronchopulmonary Dysplasia, Muscular Diseases, Glioblastoma, Peptic Ulcer, Skin Diseases, Glomerulonephritis, Heart Failure, Myocardial Ischemia, Polymyositis, Urticaria, Breast Neoplasms, Cardiomyopathies, Colonic Neoplasms, Hemolytic-Uremic Syndrome, Leishmaniasis, Visceral, Arsenic Poisoning, Brain Ischemia, Burns, Calcinosis, Cardiomegaly, Entamoebiasis, Heart Valve Diseases, HIV Wasting Syndrome, Hyperemia, Hypotension, Kearns-Sayre Syndrome, Learning Disorders, Leishmaniasis, Cutaneous, Lethargy, Leukocytosis, Liver Cirrhosis, Experimental, Lymphopenia, Manganese Poisoning, MELAS Syndrome, Memory Disorders, MERRF Syndrome, Mitochondrial Myopathies, Necrosis, Neutropenia, Ophthalmoplegia, Chronic Progressive External, Optic Atrophy, Hereditary, Leber, Radiation Injuries, Experimental, Reperfusion Injury, Sleep Disorders	FALSE	TRUE	1	1
ARHGEF7	IFNG	tf-gene	Experimental	PMID20584335		Diabetes Mellitus, Type 1, Arthritis, Experimental, Diabetes Mellitus, Experimental, Hepatitis B, Arthritis, Rheumatoid, Graft vs Host Disease, Melanoma, Hepatitis C, Inflammation, Dermatitis, Atopic, Crohn Disease, Atherosclerosis, Anemia, Aplastic, Breast Neoplasms, HIV Infections, Sepsis, Leishmaniasis, Leishmaniasis, Cutaneous, Autoimmune Diseases, Respiratory Syncytial Virus Infections, Heart Failure, Bronchiolitis Obliterans, Lung Neoplasms, Leishmaniasis, Visceral, Hepatitis, Dermatitis, Allergic Contact, Pneumonia, Hepatitis, Autoimmune, Job's Syndrome, Lymphoproliferative Disorders, Peritonitis, Chlamydia Infections, Leukemia, Promyelocytic, Acute, Respiratory Tract Diseases, Acquired Immunodeficiency Syndrome, Adrenoleukodystrophy, Appendicitis, Arthritis, Infectious, Autistic Disorder, Brain Diseases, Chills, Colonic Neoplasms, Disease Models, Animal, Drug-Induced Liver Injury, Entamoebiasis, Eyelid Diseases, Fever, Heart Arrest, Hypersensitivity, Hyponatremia, Hypotension, Legionnaires' Disease, Leishmaniasis, Mucocutaneous, Liver Cirrhosis, Experimental, Manganese Poisoning, Mesothelioma, MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO, Nausea, Necrosis, Neoplasms, Experimental, Nerve Degeneration, Neural Tube Defects, Oral Submucous Fibrosis, Proteinuria, Radiation Injuries, Experimental, Renal Insufficiency, Salmonella Infections, Animal, Sarcoma, Trichuriasis, Tuberous Sclerosis, Vomiting	FALSE	TRUE	1	1
ARHGEF7	IL6	tf-gene	Experimental	PMID20584335		Diabetes Mellitus, Type 2, Heart Failure, Diabetes Mellitus, Experimental, Reperfusion Injury, Shock, Hemorrhagic, Multiple Myeloma, Arthritis, Rheumatoid, Obesity, Myocardial Infarction, Atherosclerosis, Inflammation, Prostatic Neoplasms, Stroke, Breast Neoplasms, Neoplasm Metastasis, Lupus Erythematosus, Systemic, Metabolic Syndrome X, Arthritis, Juvenile Rheumatoid, Crohn Disease, Sarcoma, Kaposi, Carcinoma, Hepatocellular, Psoriasis, Parkinson Disease, Cachexia, Obstetric Labor, Premature, Abortion, Spontaneous, Pulmonary Fibrosis, Autoimmune Diseases, Schizophrenia, Colitis, Osteoporosis, Osteoporosis, Postmenopausal, Wounds and Injuries, Leukemia, Lymphocytic, Chronic, B-Cell, Giant Lymph Node Hyperplasia, Pneumonia, Inflammatory Bowel Diseases, Ovarian Neoplasms, Cholangiocarcinoma, Myocardial Ischemia, Ischemia, Depressive Disorder, Neurodegenerative Diseases, Dermatitis, Atopic, Intracranial Arteriovenous Malformations, Glomerulonephritis, Brain Injuries, Carcinoma, Basal Cell, Liver Cirrhosis, Hypercalcemia, Seizures, Arthritis, Experimental, Autistic Disorder, Cardiomyopathies, Headache, Hemolytic-Uremic Syndrome, Liver Cirrhosis, Alcoholic, Amnesia, Brain Ischemia, Peripheral Nervous System Diseases, Acute Kidney Injury, Albuminuria, Berylliosis, Burns, Cholestasis, Drug-Induced Liver Injury, Edema, Entamoebiasis, Fever, Hepatitis, Autoimmune, Hernia, Diaphragmatic, HIV Wasting Syndrome, Hyperalgesia, Hyperoxaluria, Hyperparathyroidism, Secondary, Hypersensitivity, Hypoalbuminemia, Hypotension, Infarction, Middle Cerebral Artery, Leishmaniasis, Leishmaniasis, Visceral, Lichenoid Eruptions, Lung Injury, Meningitis, Aseptic, Mitochondrial Myopathies, Necrosis, Pleurisy, Polymyositis, Pregnancy Complications, Cardiovascular, Respiratory Hypersensitivity, Ventricular Dysfunction, Left	FALSE	TRUE	1	1
ARHGEF7	CCND1	tf-gene	Experimental	PMID20584335		Colorectal Neoplasms, Prostatic Neoplasms, Carcinoma, Transitional Cell, Mammary Neoplasms, Experimental, Carcinoma, Breast Neoplasms, Multiple Myeloma, Carcinoma, Hepatocellular, Stomach Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Esophageal Neoplasms, Lung Neoplasms, Leukemia, Hyperplasia, Hyperparathyroidism, Carcinoma, Adenoid Cystic, von Hippel-Lindau Disease, Precancerous Conditions, Colonic Neoplasms, Brain Neoplasms, Kidney Neoplasms, Papilloma, Intestinal Polyps, Cecal Neoplasms, Cell Transformation, Neoplastic, Hemangiosarcoma, Mammary Neoplasms, Animal, Myocardial Ischemia, Neoplasms, Experimental, Salivary Gland Neoplasms, Urologic Neoplasms	FALSE	TRUE	1	1
ARHGEF7	IFNB1	tf-gene	Experimental	PMID20584335		Multiple Sclerosis, Melanoma, Hepatitis B, Brain Diseases, Breast Neoplasms, Neuroblastoma, Anus Neoplasms, Melanoma, Amelanotic, Melanoma, Experimental, Seizures	FALSE	TRUE	1	1
ARHGEF7	BCL2A1	tf-gene	Experimental	PMID20584335		Breast Neoplasms, Esophageal Neoplasms	FALSE	TRUE	1	1
ARHGEF7	TP53	tf-gene	Experimental	PMID20584335		Adenocarcinoma, Carcinoma, Hepatocellular, Carcinoma, Squamous Cell, Small Cell Lung Carcinoma, Carcinoma, Breast Neoplasms, Ischemia, Li-Fraumeni Syndrome, Sarcoma family syndrome of Li and Fraumeni, Glioma, Neoplasm Metastasis, Melanoma, Stomach Neoplasms, Sarcoma, Lung Neoplasms, Colorectal Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Carcinoma, Non-Small-Cell Lung, Colonic Neoplasms, Adenoma, Osteosarcoma, Urinary Bladder Neoplasms, Esophageal Neoplasms, Prostatic Neoplasms, Schizophrenia, Carcinoma, Renal Cell, Pancreatic Neoplasms, Skin Neoplasms, Liver Neoplasms, Thyroid Neoplasms, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Nasopharyngeal carcinoma, Adenocarcinoma Of Esophagus, Cholangiocarcinoma, Pulmonary Disease, Chronic Obstructive, Keratosis, Psoriasis, Carcinoma, Small Cell, Carcinoma, Basal Cell, Hemangiosarcoma, Carcinoma, Adenoid Cystic, Infertility, Female, Papilloma, Choroid Plexus, Carotid Artery Diseases, Urogenital Neoplasms, Adenocarcinoma, Clear Cell, Amyotrophic Lateral Sclerosis, Adrenocortical Carcinoma, Hereditary, Demyelinating Diseases, Vulvar Lichen Sclerosus, Acute Kidney Injury, Arsenic Poisoning, Brain Ischemia, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Chromosome 17 deletion, Emphysema, Liver Diseases, Parasitic, Liver Neoplasms, Experimental, Penile Neoplasms	FALSE	TRUE	1	1
ARNT	NOS3	tf-gene	Experimental	PMID20584335	Endometriosis, Colorectal Neoplasms, Melanoma, Abortion, Spontaneous, Drug-Induced Liver Injury, Neoplasms, Experimental	Hypertension, Diabetes Mellitus, Type 2, Alzheimer Disease, Erectile Dysfunction, Hypertension, Essential, Pulmonary Edema, Hypertension, Pulmonary, Insulin Resistance, Hypertension, Portal, Cardiomegaly, Reperfusion Injury, Diabetic Angiopathies, Diabetes Mellitus, Experimental, Hernia, Diaphragmatic, Liver Cirrhosis, Experimental, Myocardial Reperfusion Injury, Coronary Artery Disease, Myocardial Infarction, Pre-Eclampsia, Cardiovascular Diseases, Atherosclerosis, Diabetic Nephropathies, Atrial Fibrillation, Pulmonary Disease, Chronic Obstructive, Coronary Vasospasm, Breast Neoplasms, Heart Failure, Prostatic Neoplasms, Hyperglycemia, Abruptio Placentae, Hypertension, Pregnancy-Induced, Myocardial Ischemia, Ischemia, Anoxia, Neoplasms, Cerebral Infarction, Diabetes Mellitus, Type 1, Arteriosclerosis, Hyperinsulinism, Cleft Palate, Hypertension, Renovascular, Sepsis, Adenocarcinoma, Cleft Lip, Esophageal Neoplasms, Intestinal Perforation, Stomach Neoplasms, Stomach Ulcer, Tachycardia, Ventricular, Uremia, Ventricular Premature Complexes, Vestibular Diseases	FALSE	TRUE	1	1
ARNT	LEP	tf-gene	Experimental	PMID20584335	Endometriosis, Colorectal Neoplasms, Melanoma, Abortion, Spontaneous, Drug-Induced Liver Injury, Neoplasms, Experimental	Obesity, Diabetes Mellitus, Type 2, Hypertension, Insulin Resistance, Liver Cirrhosis, Experimental, Breast Neoplasms, Inflammation, Hyperinsulinism, Polycystic Ovary Syndrome, Metabolic Syndrome X, Obesity, Morbid, Prostatic Neoplasms, Diabetes, Gestational, Fatty Liver, Colonic Neoplasms, Crohn Disease, Hypogonadism, Alzheimer Disease, Arthritis, Experimental, Autistic Disorder, Hepatitis, Autoimmune, Heroin Dependence, Nerve Degeneration, Oral Ulcer, Seizures, Stomach Ulcer, Tachycardia, Weight Gain	FALSE	TRUE	1	1
ARNT	FOS	tf-gene	Experimental	PMID20584335	Endometriosis, Colorectal Neoplasms, Melanoma, Abortion, Spontaneous, Drug-Induced Liver Injury, Neoplasms, Experimental	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	FALSE	TRUE	1	1
ATF3	TP53	tf-gene	Experimental	Transfac	Hypospadias, Prostatic Neoplasms, Carcinoma, Non-Small-Cell Lung, Diabetes Mellitus, Type 2, Influenza, Human, Liver Neoplasms, Diabetes Mellitus, Experimental, Infarction, Middle Cerebral Artery, Nervous System Diseases, Ovarian Neoplasms, Peripheral Nervous System Diseases	Adenocarcinoma, Carcinoma, Hepatocellular, Carcinoma, Squamous Cell, Small Cell Lung Carcinoma, Carcinoma, Breast Neoplasms, Ischemia, Li-Fraumeni Syndrome, Sarcoma family syndrome of Li and Fraumeni, Glioma, Neoplasm Metastasis, Melanoma, Stomach Neoplasms, Sarcoma, Lung Neoplasms, Colorectal Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Carcinoma, Non-Small-Cell Lung, Colonic Neoplasms, Adenoma, Osteosarcoma, Urinary Bladder Neoplasms, Esophageal Neoplasms, Prostatic Neoplasms, Schizophrenia, Carcinoma, Renal Cell, Pancreatic Neoplasms, Skin Neoplasms, Liver Neoplasms, Thyroid Neoplasms, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Nasopharyngeal carcinoma, Adenocarcinoma Of Esophagus, Cholangiocarcinoma, Pulmonary Disease, Chronic Obstructive, Keratosis, Psoriasis, Carcinoma, Small Cell, Carcinoma, Basal Cell, Hemangiosarcoma, Carcinoma, Adenoid Cystic, Infertility, Female, Papilloma, Choroid Plexus, Carotid Artery Diseases, Urogenital Neoplasms, Adenocarcinoma, Clear Cell, Amyotrophic Lateral Sclerosis, Adrenocortical Carcinoma, Hereditary, Demyelinating Diseases, Vulvar Lichen Sclerosus, Acute Kidney Injury, Arsenic Poisoning, Brain Ischemia, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Chromosome 17 deletion, Emphysema, Liver Diseases, Parasitic, Liver Neoplasms, Experimental, Penile Neoplasms	FALSE	TRUE	1	1
ATF7	ERBB2	tf-gene	Experimental	PMID20584335		Breast Neoplasms, Mammary Neoplasms, Experimental, Neoplasm Metastasis, Adenocarcinoma, Ovarian Neoplasms, Prostatic Neoplasms, Lung Neoplasms, Stomach Neoplasms, Cholangiocarcinoma, Glioma, Medulloblastoma, Colonic Neoplasms, Esophageal Neoplasms, Carcinoma, Renal Cell, Lymphatic Metastasis, Papilloma, Disease Progression, Gastrointestinal Neoplasms, Mammary Neoplasms, Animal, Neoplasm Recurrence, Local, Neoplasms, Experimental, Peripheral Nervous System Diseases	FALSE	TRUE	1	1
