gene.symbol	gene.entrezid
IRX6	79190
ENTPD6	955
FAM5B	57795
FAP	1056
POLM	27434
HTR1D	3352
GNA12	2768
CALN1	83698
AACS	65985
CRTC2	200186
TIGD7	91151
KCTD1	284252
DVL3	1857
KCNN1	3780
DHODH	1723
GLMN	11146
FRMD3	257019
TUSC5	286753
FPR2	2358
KCNE1L	23630
CBR4	84869
KRT86	3892
C6ORF26	NA
FHDC1	85462
GPHN	10243
ASAP2	8853
VSIG10	54621
HES2	54626
NDOR1	27158
KLKB1	3818
SUV39H2	79723
GNB1L	54584
ACACA	31
TOMM40	10452
OSTF1	26578
GPR65	8477
HOXC6	3223
FGL2	10875
SELM	140606
PROSC	11212
PITPNM3	83394
KRT12	3859
AGBL5	60509
TPTE	7179
ADORA3	140
C15ORF39	NA
CYP2C19	1557
LOC221122	221122
IGF2BP2	10644
GRK6	2870
NOVA2	4858
TIGD3	220359
DVL2	1856
MAP7D2	256714
NAA10	8260
AGTR1	185
GLP1R	2740
SQSTM1	8878
PTK7	5754
PPP1R14C	81706
FAM13A	10144
NUP205	23165
RHBDF2	79651
UGT2B7	7364
TJP2	9414
UFD1L	7353
LOC25845	NA
MAGEA2	4101
NXF3	56000
TNNT1	7138
TCHH	7062
PNP	4860
SLC16A5	9121
AP3M2	10947
TTF2	2304
BOLA2	552900
PIK3R2	5296
GALNT10	55568
GJA5	2702
LOC100128191	NA
CXCR1	3577
PTGES	9536
CKAP4	10970
ASNA1	439
PLCD3	113026
ITGB1BP1	9270
FAM38B	63895
POPDC3	64208
NCKIPSD	51517
MAF	4094
C21ORF88	NA
INTS7	25896
MAFA	10219
PHYHIPL	84457
SPNS1	83985
KCNC1	3746
CYTSB	92521
EMR1	2015
GPR83	10888
HOXA11AS	221883
C1ORF106	NA
WNT2B	7482
PCDHB8	56128
MANBAL	63905
CLEC4M	10332
RNF24	11237
TSPO2	222642
ANKS1B	56899
MAPK3	5595
PAGE5	90737
PLXNC1	10154
PLEKHH1	57475
CPXM1	56265
SLC9A9	285195
MFSD6	54842
ZNF646	9726
BRD9	65980
LOC254559	NA
ATAD5	79915
LRRC1	55227
LIN7C	55327
MRPS21	54460
CST1	1469
GADD45G	10912
MSI1	4440
ACTG2	72
CNR1	1268
POP1	10940
CD248	57124
MRAS	22808
AFF2	2334
ZNF572	137209
LOC389791	NA
TMEM40	55287
DCST2	127579
CTSK	1513
TATDN2	9797
DHDPSL	112817
PSMD14	10213
ABLIM2	84448
EBF3	22924
AKR1B15	441282
AGXT2	64902
ZBTB9	221504
DCAF8L1	139425
LOC441869	NA
IARS	3376
ADAMTS1	9510
ALG3	10195
DYDC2	84332
CALCA	796
CHRNA3	1136
TEX11	56159
BPGM	669
POGK	57645
ZNF815	401303
GLUL	2752
HSF4	3299
ST3GAL6	10402
CTNNA2	1496
SYP	6855
KIF21B	23046
NCRNA00095	283932
C7ORF58	NA
GMEB2	26205
KRT81	3887
MYEF2	50804
CS	1431
PPP2R2A	5520
PSME3	10197
SYT2	127833
METTL13	51603
NAAA	27163
SIRT7	51547
MFSD5	84975
HECA	51696
PRKAA2	5563
HSF1	3297
MT1G	4495
SLC39A1	27173
NPNT	255743
FAM163B	642968
RIC8A	60626
WDR17	116966
KCNU1	157855
IL10	3586
UPF3B	65109
C11ORF24	NA
LRRC10B	390205
PRKDC	5591
UGGT1	56886
FBXL16	146330
MCL1	4170
NHP2	55651
GABBR2	9568
PPIA	5478
C1ORF74	NA
CEP68	23177
C7ORF25	NA
FAHD2A	51011
EZH1	2145
TSSK6	83983
C4ORF48	NA
YBX2	51087
NCAPH2	29781
UPK1A	11045
ALDOA	226
ZNF526	116115
C8B	732
LIG3	3980
SPIRE2	84501
C14ORF93	NA
PFKP	5214
TYRO3	7301
CUEDC1	404093
CYB5R1	51706
RRM1	6240
NCRNA00107	283981
HS3ST3A1	9955
IPO13	9670
FCAR	2204
TDRKH	11022
RUVBL1	8607
TMCO1	54499
LGALS12	85329
CHKA	1119
LEMD2	221496
CASQ2	845
MYL9	10398
ADH1A	124
TDGF1	6997
MEIS3P1	4213
LOC220930	NA
ZNF467	168544
ZSCAN16	80345
C1ORF77	NA
SLC25A39	51629
GDPD1	284161
CLEC2L	154790
NAA40	79829
IL18R1	8809
MYBL1	4603
C5ORF54	NA
MAP1B	4131
PLA2G6	8398
SATB1	6304
DUSP14	11072
MED25	55090
MCF2L2	23101
AKR1B10	57016
PDZK1IP1	10158
TLR4	7099
C4ORF21	NA
TCF21	6943
HHATL	57467
SOX10	6663
SKAP1	8631
XPR1	9213
KIAA1429	25962
CD200R1	131450
C8A	731
PRDM7	11105
C6ORF134	NA
PAGE1	8712
STOX1	219736
CEACAM20	125931
SHARPIN	81858
CCDC15	80071
NPY1R	4886
ATP8B4	79895
C6ORF125	NA
MUC12	10071
AIG1	51390
C1QL4	338761
CNOT3	4849
SNRPC	3183
TNFRSF1A	7132
MIER2	54531
TREML3	340206
STOM	2040
C8ORF76	NA
KCNH2	3757
CTBS	1486
RDH16	8608
C3ORF65	NA
C21ORF33	NA
ABAT	18
CNDP1	84735
KIRREL3	84623
DUSP10	11221
BSG	682
SDHB	6390
INTS3	65123
QRICH2	84074
STRN4	29888
BCAP31	10134
ZGPAT	84619
CTAG1B	1485
MAP2K3	5606
PADI3	51702
NUDCD1	84955
RPTOR	57521
CASKIN1	57524
HK3	3101
CCL4	6351
CNTNAP1	8506
HARS2	23438
CCL3	6348
NSD1	64324
C1ORF182	NA
TMEM209	84928
BAGE	574
ITGA9	3680
LOC642852	642852
HOXC5	3222
TSPAN5	10098
JHDM1D	80853
KIAA1731	85459
GAGE2D	729408
ADH4	127
THEM5	284486
CD226	10666
DONSON	29980
IGDCC3	9543
CYB561D1	284613
AKAP8L	26993
NAA11	84779
ACYP1	97
ZNF544	27300
EBNA1BP2	10969
JUN	3725
SLC25A29	123096
PMFBP1	83449
TGIF2LX	90316
ATP6V1F	9296
ZNF740	283337
CORO1B	57175
CLCNKA	1187
CHODL	140578
MYO15B	80022
PLAC9	219348
LOC152225	152225
TRMT11	60487
DUSP5	1847
ZNF676	163223
EDARADD	128178
C17ORF65	NA
ITGB4	3691
FIGF	2277
RNF187	149603
IGF1	3479
PGA3	643834
CCR1	1230
RALY	22913
RPL23AP82	284942
ANXA2	302
CLN6	54982
TMEM9	252839
SERPINF2	5345
CPSF6	11052
ACAA2	10449
KRI1	65095
HSPB6	126393
LDLRAD1	388633
SFRS14	10147
MRO	83876
CREBL2	1389
DNAH3	55567
ERP27	121506
RNF44	22838
MANF	7873
A4GALT	53947
ACTL8	81569
HEBP1	50865
C9ORF57	NA
ZNF296	162979
ESR1	2099
KCNK12	56660
FITM1	161247
ARHGAP11B	89839
C7ORF49	NA
ZNF512B	57473
FBN3	84467
ZNF618	114991
NCRNA00152	112597
GDF2	2658
GAD1	2571
PLEKHA8	84725
ZNF706	51123
WEE1	7465
HIST1H1C	3006
TTLL1	25809
SUCLG2	8801
CBX3	11335
GGA3	23163
CHST8	64377
FCGR3B	2215
CDK4	1019
PEX11G	92960
GON4L	54856
RIT1	6016
MMS19	64210
DRP2	1808
MORC2	22880
BDKRB2	623
C5ORF30	NA
CLDN19	149461
PAGE4	9506
CLTCL1	8218
TMEM81	388730
ADAMTS7	11173
B4GALT7	11285
GTPBP2	54676
SOCS3	9021
NME2	4831
KBTBD11	9920
NRCAM	4897
STAB1	23166
DAND5	199699
OCA2	4948
CTNNA1	1495
SOX11	6664
C7	730
CCDC11	220136
CLIC5	53405
KREMEN2	79412
LOC127841	NA
LOC84931	NA
TULP3	7289
GLT25D2	23127
KCNH6	81033
PRAMEF11	440560
KLF6	1316
SEC24B	10427
CREB3L4	148327
MAP2	4133
CDH8	1006
B4GALNT4	338707
SFRS8	6433
FOLH1B	219595
ST8SIA6	338596
SLC31A1	1317
RHOXF2B	727940
AFM	173
IMPDH2	3615
ZNF213	7760
FAH	2175
PDSS1	23590
ABCA1	19
SSX5	6758
AXL	558
CDKN2AIPNL	91368
TMEM136	219902
MT1M	4499
ABCC4	10257
HIST1H3H	8357
WDR12	55759
C9ORF95	NA
PABPC1	26986
SERPING1	710
DUSP1	1843
HIST1H2BG	8339
BCL9L	283149
ABCC8	6833
GABRG2	2566
PART1	25859
MPV17	4358
CABP1	795
SLC17A8	246213
PRAMEF8	391002
ME3	10873
PACS2	23241
UBR5	51366
IFT52	51098
LILRA1	11024
TMCO7	79613
PMS2L4	5382
DZIP3	9666
SMARCD1	6602
C6ORF48	NA
LOC286467	NA
CASK	8573
PLCB1	23236
TPT1	7178
NUP133	55746
SRD5A2	6716
SEC62	7095
DBNDD1	79007
FAM149A	25854
POC5	134359
UNC119B	84747
TDGF3	6998
DLK1	8788
TMEM71	137835
NSUN6	221078
TSPAN7	7102
C12ORF47	NA
AK3	205
OXCT1	5019
FIBP	9158
GAL3ST1	9514
SH2D4B	387694
ZNF74	7625
NCSTN	23385
NR4A2	4929
BET3L	100128327
SLC8A1	6546
PSMG3	84262
GAS2L1	10634
EHD2	30846
SNX9	51429
EPHX2	2053
RNF8	9025
CACNG4	27092
PHLDB2	90102
LZTR1	8216
SHOX2	6474
REN	5972
PTGDS	5730
PPP1R3B	79660
CYP26A1	1592
C13ORF29	NA
THBS1	7057
GLOD4	51031
AQP8	343
SLC22A12	116085
CACNA1I	8911
SLC38A11	151258
RCBTB2	1102
LOC389332	389332
BANF2	140836
MMADHC	27249
SLC4A3	6508
NAPSB	256236
CALY	50632
ARL16	339231
C11ORF54	NA
PTH2R	5746
SAMD10	140700
UGT1A10	54575
CLEC1B	51266
SSTR5	6755
DNAH12	201625
LRRC4C	57689
YIF1B	90522
UNK	85451
PRR18	285800
SLC45A3	85414
PIGM	93183
HOXC9	3225
BCKDHB	594
PRIMA1	145270
CACNG1	786
OLA1	29789
DUSP13	51207
EFTUD2	9343
NPB	256933
C19ORF25	NA
SERTAD1	29950
HIST1H2BK	85236
TRIM63	84676
LAMB3	3914
METTL3	56339
RNASEH1	246243
MRPL24	79590
SLC39A7	7922
ZNF193	7746
PLEKHG2	64857
CHGB	1114
MED20	9477
CCL14	6358
YPEL2	388403
RBM3	5935
ITIH5	80760
MRPL9	65005
LOC92973	NA
MUC15	143662
TSC22D2	9819
ULK4	54986
CGREF1	10669
C3ORF71	NA
ZNF623	9831
C17ORF58	NA
LHFPL4	375323
ITGB1BP2	26548
TMEM132B	114795
ANKFN1	162282
AMBN	258
PKN1	5585
CXCL14	9547
C3ORF66	NA
SERPINA11	256394
NPC1	4864
NXPH3	11248
LOC91316	NA
RNF216	54476
XYLT2	64132
SESTD1	91404
SF3A2	8175
C15ORF17	NA
ALDH6A1	4329
USP38	84640
RCOR3	55758
PTPN14	5784
CTTN	2017
SMPD4	55627
WDR46	9277
ORMDL2	29095
TRMT1	55621
AIFM2	84883
KIAA1614	57710
PSMC4	5704
PTPRG	5793
IGFALS	3483
TWIST1	7291
RAB12	201475
DNA2	1763
CA5B	11238
EPHA10	284656
BAK1	578
SYCE2	256126
LYRM5	144363
NHEDC2	133308
TRAM1L1	133022
MFSD2B	388931
CNFN	84518
INHA	3623
LOC339674	NA
COLEC12	81035
PEX13	5194
GJB2	2706
TMEM56	148534
LOC148709	148709
RPUSD1	113000
TYRP1	7306
C6ORF167	NA
PRUNE	58497
FAM86A	196483
F8	2157
RRP9	9136
GRHPR	9380
CAMSAP1L1	23271
AGPAT4	56895
MT1DP	326343
CHN1	1123
CORIN	10699
CCDC25	55246
TMEM61	199964
GPR137	56834
PTGFR	5737
GJA10	81025
DPF3	8110
CCDC107	203260
NFAM1	150372
AATF	26574
NIN	51199
PCDHGA1	56114
PLIN2	123
SFRS5	6430
NCRNA00181	503538
ABCB9	23457
COG5	10466
POGZ	23126
RAN	5901
SLC22A15	55356
UNC45A	55898
TTC35	9694
CDC25B	994
SULT4A1	25830
DTNA	1837
AP1M2	10053
PRKCA	5578
C1S	716
TSLP	85480
PHEX	5251
LOC401431	NA
HSPA4	3308
SLC19A3	80704
RASGRF1	5923
NSF	4905
PDXK	8566
MST1R	4486
RPN2	6185
KATNB1	10300
C17ORF87	NA
NKX3-2	579
TSPAN10	83882
LOC285629	285629
CDH22	64405
ZNF16	7564
DCC	1630
MPPED2	744
MED12	9968
SMPX	23676
NRIP2	83714
MAP3K9	4293
CDH12	1010
LOC348926	NA
ANKZF1	55139
FASTK	10922
SPG20	23111
SNX22	79856
FAM122A	116224
VCX	26609
ZNF323	64288
PRRT3	285368
PARM1	25849
ZBTB40	9923
REG1B	5968
C1ORF183	NA
UNC5D	137970
SCUBE2	57758
SORT1	6272
DYNLL1	8655
CRAMP1L	57585
SCP2	6342
SQLE	6713
HEY1	23462
C2ORF18	NA
DMGDH	29958
DQX1	165545
ANGPT2	285
ACACB	32
PFN4	375189
PPPDE1	51029
ZBTB41	360023
FLYWCH2	114984
CCDC77	84318
FBXL6	26233
ASPA	443
PPME1	51400
LOXHD1	125336
C19ORF57	NA
ERMP1	79956
SLC7A10	56301
PZP	5858
PLA2G4C	8605
CASP2	835
ABCA7	10347
ADAM11	4185
PCGF2	7703
CACNA1C	775
STRA6	64220
KIRREL2	84063
PDGFB	5155
LOC440944	NA
ZNF512	84450
TMEM154	201799
FBLIM1	54751
ZFAND5	7763
DNAJC9	23234
SHKBP1	92799
ADAM22	53616
GYS2	2998
ZMIZ2	83637
ZFPM2	23414
SLC39A13	91252
SLC22A3	6581
FAM132A	388581
CSAD	51380
KLF13	51621
C6ORF153	NA
AGL	178
GTSF1	121355
TBC1D15	64786
PAQR5	54852
OBSCN	84033
PLP1	5354
MKL1	57591
CACNA2D3	55799
CEBPD	1052
GRIN2A	2903
PDCD11	22984
JRKL	8690
GABRA3	2556
HDAC4	9759
GCN1L1	10985
PTPN3	5774
C1ORF27	NA
SOSTDC1	25928
SERINC1	57515
SGPP1	81537
AVPR2	554
FHAD1	114827
AXIN2	8313
PPP2R3B	28227
PCP4	5121
ZNF648	127665
C7ORF47	NA
FTSJ3	117246
ECHS1	1892
EXOC4	60412
LPAL2	80350
SPOCD1	90853
ATIC	471
SSX4	6759
PIK3R3	8503
NUP93	9688
C14ORF43	NA
TOMM6	29964
EVX1	2128
MIOX	55586
BTNL8	79908
KIAA1549	57670
WASF2	10163
RBL1	5933
AGBL4	84871
SPRYD3	84926
FAM24B	196792
VLDLR	7436
TCEB1	6921
LHX2	9355
KIAA1324	57535
GDI1	2664
SLC22A1	6580
COPG2	26958
RRP15	51018
C12ORF73	NA
INPPL1	3636
USP49	25862
PPAP2C	8612
PGCP	10404
POLR2G	5436
DNAJB6	10049
NOL7	51406
TPTE2P1	646405
RGSL1	353299
C9ORF98	NA
TNP1	7141
GCM1	8521
ATP8B3	148229
FAM5C	339479
KLRF1	51348
LEP	3952
MAGEB6	158809
CYTH3	9265
RAD9A	5883
TAF1A	9015
CALML3	810
C16ORF88	NA
SYN3	8224
KLK4	9622
SERHL2	253190
CCDC78	124093
C9	735
ZEB2	9839
MCCD1	401250
PCDHB10	56126
PDLIM5	10611
CD14	929
PCDH9	5101
FARSB	10056
PTGIS	5740
MICALL1	85377
FCGRT	2217
NBAS	51594
TMEM155	132332
GPR107	57720
POLR1E	64425
TRIM28	10155
NKX3-1	4824
TNFRSF25	8718
NOS2	4843
RHOC	389
RGS9BP	388531
IFT81	28981
CYP2W1	54905
DAXX	1616
ACTR5	79913
CPE	1363
TCHP	84260
PER1	5187
HOXA7	3204
KCNIP3	30818
HRAS	3265
TIPRL	261726
ZMYND10	51364
E2F5	1875
HEATR6	63897
ATP6V1H	51606
STK11IP	114790
USP15	9958
RPL22L1	200916
ATP13A2	23400
POU5F1	5460
NUP107	57122
DKK3	27122
NFKBIZ	64332
S100A10	6281
CCDC112	153733
PIGV	55650
HIF1AN	55662
ZNF43	7594
LMAN1	3998
IGJ	3512
ZNF320	162967
HOXC4	3221
IQCH	64799
SLC30A2	7780
NR0B1	190
GPR126	57211
C14ORF68	NA
PPFIA3	8541
ZNF580	51157
C17ORF56	NA
CEP152	22995
C11ORF9	NA
ANXA2P2	304
PAK3	5063
C9ORF53	NA
VCAN	1462
UBAP2	55833
VCY	9084
DUS4L	11062
KISS1R	84634
GRIK4	2900
FAM101A	144347
COL25A1	84570
NUPL2	11097
GLT25D1	79709
SRPX	8406
AVPI1	60370
PADI4	23569
PLK3	1263
POLR1A	25885
C14ORF4	NA
TNFSF4	7292
LOC646762	646762
ERRFI1	54206
RHOBTB2	23221
CCND2	894
LOC148145	NA
BCAS1	8537
SLC25A19	60386
FOLR1	2348
MASP1	5648
COX19	90639
HOXA11	3207
MSI2	124540
COX7A1	1346
DMWD	1762
FEZ1	9638
SCGB1D2	10647
DMC1	11144
INTS4	92105
ENPP6	133121
SAA4	6287
LOC400927	400927
MAGEB1	4112
RNF213	57674
C1ORF57	NA
RPRML	388394
LHX3	8022
AAGAB	79719
NBLA00301	79804
TATDN1	83940
LYRM1	57149
HEATR2	54919
TAGLN2	8407
YIPF3	25844
C20ORF54	NA
FLYWCH1	84256
CLEC16A	23274
OSR1	9943
RBM19	9904
PKN3	29941
STOML1	9399
FAM122B	159090
SLC6A10P	386757
HIST1H1B	3009
GPR97	222487
ISOC1	51015
KIF3A	11127
CA9	768
PIGF	5281
PPP2R5D	5528
LTK	4058
GTF2H2C	728340
TRIM17	51127
LRRC26	389816
TNXB	7148
TMEM101	84336
LOX	4015
ARPC1A	10552
PHF14	9678
AGRN	375790
BMP4	652
MFAP3L	9848
C11ORF80	NA
FAM53B	9679
THOC2	57187
HAO2	51179
NKIRAS1	28512
C2ORF55	NA
ZNF57	126295
SLC16A3	9123
PSMB4	5692
CCDC134	79879
CD1D	912
STAT3	6774
GAS1	2619
GNB5	10681
PRAMEF9	343070
DMBX1	127343
PLCG1	5335
ECHDC2	55268
ROS1	6098
GSC	145258
HP	3240
IGDCC4	57722
LSM2	57819
DCLRE1B	64858
SLC16A2	6567
DBF4	10926
UCN2	10911
TFDP3	51270
SCML2	10389
CD300A	11314
TMEM132E	124842
BZW2	28969
PLXNA2	5362
ATP5J2	9551
RAB3A	5864
NF2	4771
PSKH1	5681
ANKS3	124401
HMGN4	10473
FGB	2244
SOHLH2	54937
ANKRD57	65124
KLF9	687
GULP1	51454
SERPINB9	5272
PRKCDBP	112464
RASGEF1A	221002
ESCO2	157570
ANKS6	203286
TPM3	7170
TMEM192	201931
ATXN2L	11273
CBARA1	10367
MYBPC1	4604
RNF122	79845
PMF1	11243
MECOM	2122
ODF3L1	161753
HYOU1	10525
DHDH	27294
RAD21	5885
PLXND1	23129
SMYD2	56950
COL8A1	1295
PLXNA3	55558
SLC22A5	6584
LPGAT1	9926
SRGN	5552
PCNXL2	80003
C11ORF92	NA
NNMT	4837
NDST1	3340
LUZP2	338645
DBNDD2	55861
BPIL1	80341
USP39	10713
SOX13	9580
C20ORF56	NA
C3ORF62	NA
TPR	7175
SEMA3B	7869
DPYSL4	10570
DUSP5P	574029
ZNF473	25888
C18ORF54	NA
ALMS1	7840
EXOSC4	54512
ORM1	5004
ZNF792	126375
CASQ1	844
ADCK2	90956
AGPAT2	10555
UGGT2	55757
SYT5	6861
LOC150197	NA
DHRS1	115817
ZBTB45	84878
SUB1	10923
ANKRD45	339416
CISH	1154
STT3A	3703
PLAG1	5324
ST6GAL2	84620
B3GNT4	79369
DLGAP4	22839
C8ORF73	NA
SDC4	6385
SLC12A9	56996
FKBPL	63943
APOL6	80830
INTS1	26173
MRPS12	6183
C22ORF46	NA
MMP12	4321
SSR3	6747
SH3GL3	6457
C1ORF216	NA
LOC151162	NA
HIST1H3E	8353
PADI2	11240
TFRC	7037
VPS33A	65082
MEPE	56955
CDKN2B	1030
GCH1	2643
PPAPDC3	84814
CBLN1	869
C6ORF1	NA
PLD5	200150
SLC16A14	151473
SFI1	9814
APOL1	8542
TBCC	6903
PPIP5K1	9677
ATP8A2	51761
TRAM2	9697
OGG1	4968
TCFL5	10732
FLJ36031	NA
PLG	5340
ZP3	7784
SLC25A43	203427
FIGNL2	401720
SRD5A1	6715
PDRG1	81572
COPA	1314
C1ORF133	NA
TERF2IP	54386
C5ORF39	NA
RPL13P5	283345
PPP1R14B	26472
NACC1	112939
SGMS2	166929
GAGE12J	729396
ACSL4	2182
CCL26	10344
CYP39A1	51302
MIF4GD	57409
TOP3B	8940
ASXL1	171023
NOL3	8996
RBM28	55131
BGN	633
VPS28	51160
CR1	1378
RYBP	23429
C1ORF162	NA
KISS1	3814
SELP	6403
C20ORF201	NA
LOC153684	153684
SSX6	280657
HOMER3	9454
CBX5	23468
MAN1A1	4121
ADAM21	8747
GABRR3	200959
FKBP9	11328
HIST1H2BE	8344
DAGLA	747
OTUD1	220213
RBM20	282996
PHLDA3	23612
TTC26	79989
ENO3	2027
AMH	268
ABL2	27
SSPO	23145
TTC36	143941
SNX8	29886
RAB14	51552
STRA13	8553
HAO1	54363
MAP3K15	389840
FGF12	2257
BBOX1	8424
LMNA	4000
FPR1	2357
CHP2	63928
USP22	23326
SPAG5	10615
C20ORF27	NA
BLNK	29760
CP	1356
ZDHHC24	254359
C4ORF34	NA
FAM21C	253725
FOXF2	2295
MDFI	4188
USP54	159195
LYSMD1	388695
ZNF781	163115
TBKBP1	9755
COL1A1	1277
BSDC1	55108
ARG2	384
SULT2B1	6820
BDH1	622
C15ORF48	NA
GLP2R	9340
ELAVL2	1993
FOXRED2	80020
LUZP4	51213
PLP2	5355
ZFP64	55734
ANKRD39	51239
PEX3	8504
SEMA6C	10500
PCCA	5095
LDHD	197257
NAV3	89795
PRR16	51334
BOLA3	388962
SP8	221833
PFDN6	10471
ASS1	445
SIGLEC5	8778
ZFYVE26	23503
COL4A6	1288
C15ORF34	NA
DISP2	85455
CCDC13	152206
EMR4P	326342
GATAD2B	57459
ABCD1	215
NFRKB	4798
CKLF	688
NCOA6	23054
ACVRL1	94
PRAMEF6	440561
SMARCAL1	50485
METTL5	29081
VRK1	7443
TTYH3	80727
ATP10A	57194
EPM2A	7957
SERPINA10	51156
PITX2	5308
AP3D1	8943
C2ORF44	NA
HDAC5	10014
ZNF826	664701
SPAG4	6676
TRMT6	51605
NOVA1	4857
NPM1	4869
DLX1	1745
CWC27	10283
C8ORF55	NA
CDA	978
COMT	1312
TSC2	7249
FAM49B	51571
RPLP0P2	113157
DUT	1854
CYB5RL	606495
KRBA1	84626
LRRC37B2	147172
PTPN23	25930
MRC1	4360
KIF20B	9585
LOC339535	NA
TMEM74	157753
FAM180A	389558
GPD1	2819
EPS15L1	58513
MRVI1	10335
NECAB1	64168
C1ORF113	NA
MAGEA11	4110
CD5L	922
MFSD2A	84879
CPT2	1376
WIZ	58525
XAGE5	170627
C5ORF58	NA
ITGAV	3685
CD69	969
VGF	7425
RAB24	53917
SH3RF3	344558
NIT2	56954
CCDC135	84229
PTGER2	5732
RGS20	8601
COL9A2	1298
VAMP1	6843
IK	3550
DCTPP1	79077
ITGB3BP	23421
STX11	8676
FAM82A1	151393
AQP7	364
GOT2	2806
ABCA8	10351
ALAS1	211
PROS1	5627
C7ORF29	NA
CPA2	1358
MAOB	4129
TTC27	55622
KIF5C	3800
TRIM6	117854
EYA1	2138
SLC25A20	788
CDC23	8697
TMBIM6	7009
MCF2L	23263
WBSCR28	135886
PSRC1	84722
CCRN4L	25819
MEF2D	4209
SNTA1	6640
ZNF668	79759
BRD8	10902
GATA6	2627
PPIL1	51645
CXORF23	NA
GC	2638
CITED1	4435
CIZ1	25792
ADA	100
CYP27C1	339761
CPNE7	27132
HIVEP1	3096
LQK1	642946
GPR44	11251
MS4A10	341116
BTBD12	84464
ADAM9	8754
SPTLC3	55304
TLE6	79816
FGA	2243
TIGD6	81789
SLCO2A1	6578
VPS16	64601
DNAJC16	23341
ASPSCR1	79058
CD58	965
DAPL1	92196
ITGA11	22801
KCNK4	50801
TSPAN9	10867
C15ORF23	NA
GDAP1L1	78997
PDCD5	9141
MAN1C1	57134
MEFV	4210
RAB23	51715
TIMP4	7079
NEFL	4747
BOLA1	51027
PCA3	50652
C21ORF45	NA
TEK	7010
CACNA1S	779
FAF1	11124
GP2	2813
MYCT1	80177
SYT3	84258
COL21A1	81578
NCOA7	135112
FAM100A	124402
TPRXL	348825
SETD4	54093
MGAT3	4248
VPS13B	157680
PLEKHG4	25894
GATSL2	729438
EED	8726
EHF	26298
PCDHGA4	56111
C14ORF72	NA
LAMB4	22798
LYRM4	57128
C1ORF104	NA
CT47B1	643311
HPX	3263
CCL4L2	9560
C6ORF89	NA
PLA2G1B	5319
RASGRP4	115727
ZCCHC2	54877
CPT1C	126129
ITIH4	3700
MTHFD1	4522
HAAO	23498
LOC645166	645166
ZNF746	155061
CYB5A	1528
FYN	2534
LOC401052	401052
SRCRB4D	136853
ESYT3	83850
C20ORF96	NA
CD177	57126
DKFZP686I15217	401232
OR1F1	4992
BCORL1	63035
TNFRSF19	55504
GLB1L3	112937
RGAG1	57529
PUS7	54517
NME6	10201
ABHD6	57406
CCDC80	151887
SLC25A12	8604
HIST1H2AL	8332
MPV17L2	84769
LEPRE1	64175
PDCL3	79031
HSDL1	83693
SLC41A1	254428
DPY19L2P2	349152
LRRC45	201255
ATXN7L2	127002
LOC730668	730668
FER1L4	80307
C17ORF86	NA
SAA2	6288
CIB2	10518
DSCR4	10281
PIP5K1C	23396
CHRNA5	1138
PIP4K2B	8396
GLYAT	10249
EIF3B	8662
NAMPT	10135
NAGPA	51172
ZKSCAN4	387032
CDRT1	374286
OPN3	23596
TUSC1	286319
ZAN	7455
HAX1	10456
GPR21	2844
NOP56	10528
TNFRSF11B	690
LOC100286793	NA
ATP1A2	477
LRRC19	64922
ID1	3397
RNF180	285671
KITLG	4254
GOSR2	9570
DCLK3	85443
MOSC2	54996
MMRN1	22915
CYTH2	9266
ZNF532	55205
ALKBH6	84964
MLL4	8085
DOM3Z	1797
SCGN	10590
MXRA5	25878
NKAP	79576
B4GALT1	2683
THAP8	199745
NSUN5P1	155400
G6PC3	92579
C3ORF55	NA
AAA1	404744
RPL23AP7	118433
PTTG3P	26255
SCGB2A1	4246
SLC27A6	28965
CPLX1	10815
SNHG7	84973
WSCD1	23302
CAMK2G	818
ARHGAP22	58504
ADH6	130
SPON2	10417
ZNF200	7752
RBMY1A1	5940
NAB2	4665
DCK	1633
TBX19	9095
BIK	638
GPAT2	150763
RHEBL1	121268
CKS2	1164
MEGF8	1954
LOC441666	441666
PCGF1	84759
CHCHD3	54927
RTDR1	27156
C9ORF68	NA
LOC644669	644669
SRM	6723
FFAR2	2867
PDE7B	27115
CEACAM7	1087
COPS7B	64708
MOGAT2	80168
MYO1F	4542
SYTL5	94122
TRIL	9865
B3GALT1	8708
PDIA5	10954
MIER1	57708
GOLGA7B	401647
PXMP4	11264
C19ORF66	NA
HPDL	84842
LRG1	116844
SPIC	121599
MIP	3842
MCHR1	2847
GXYLT2	727936
CD164	8763
FTSJ1	24140
PRDM12	59335
FCHSD2	9873
LOC729991	NA
MAP4K4	9448
SIGLEC16	400709
HHAT	55733
SERPINH1	871
ATOH7	220202
MT1H	4496
SYNGR4	23546
SOX21	11166
KDM5B	10765
C12ORF27	NA
KIF26B	55083
ATF6B	1388
CLPX	10845
KRTAP5-5	439915
HSD11B2	3291
CYP4V2	285440
TTC39B	158219
PPFIA4	8497
CYHR1	50626
PM20D1	148811
CAPN2	824
KLF4	9314
C9ORF78	NA
NPTX1	4884
C4ORF42	NA
ZNF252	286101
BRCA2	675
TBX2	6909
ZNF492	57615
FAM53A	152877
SIPA1L2	57568
TRPM5	29850
CCDC90B	60492
DKC1	1736
UNC13B	10497
TBC1D13	54662
C3ORF26	NA
PUS10	150962
TMEM183A	92703
F9	2158
SULT1C2	6819
ADIPOQ	9370
C3P1	388503
TMEM150B	284417
