Category	Term	Count	Mir	Percentage	Pval	Pval.BH	Pval.Bonf
disease	Intervertebral Disk	1	hsa-mir-155	100	0.0155709342560554	0.0665657439446368	1
disease	Encephalomyelitis, Autoimmune, Experimental	1	hsa-mir-155	100	0.0155709342560554	0.0665657439446368	1
disease	Gastritis, Atrophic	1	hsa-mir-155	100	0.0155709342560554	0.0665657439446368	1
disease	Colitis	1	hsa-mir-155	100	0.0155709342560554	0.0665657439446368	1
disease	Leprosy	1	hsa-mir-21	100	0.0155709342560554	0.0665657439446368	1
disease	Hypopharyngeal Neoplasms	1	hsa-mir-21	100	0.0155709342560554	0.0665657439446368	1
disease	Cataract	1	hsa-let-7b	100	0.0155709342560554	0.0665657439446368	1
disease	Aortic Aneurysm, Abdominal	1	hsa-mir-21	100	0.0155709342560554	0.0665657439446368	1
disease	Albuminuria	1	hsa-mir-21	100	0.0155709342560554	0.0665657439446368	1
disease	Graft vs Host Disease	1	hsa-mir-155	100	0.0155709342560554	0.0665657439446368	1
disease	Osteolysis	1	hsa-mir-21	100	0.0155709342560554	0.0665657439446368	1
disease	Diabetes Complications	1	hsa-mir-155	100	0.0155709342560554	0.0665657439446368	1
disease	Osteosarcoma 	1	hsa-mir-21	100	0.0155709342560554	0.0665657439446368	1
disease	Ischemia	2	hsa-mir-21, hsa-mir-155	14.2857142857143	0.0178161414452445	0.0743063460277269	1
disease	Myelodysplastic Syndromes	3	hsa-let-7b, hsa-mir-21, hsa-mir-155	7.14285714285714	0.0220597494169767	0.0898146940548336	1
disease	Down Syndrome	1	hsa-mir-155	50	0.030925980342183	0.0961516843366052	1
disease	Hamartoma Syndrome, Multiple	1	hsa-mir-21	50	0.030925980342183	0.0961516843366052	1
disease	Myocardial Reperfusion Injury	1	hsa-mir-21	50	0.030925980342183	0.0961516843366052	1
disease	Neutropenia	1	hsa-mir-21	50	0.030925980342183	0.0961516843366052	1
disease	Lymphoma, Extranodal NK-T-Cell	1	hsa-mir-155	50	0.030925980342183	0.0961516843366052	1
disease	Esophagus	1	hsa-mir-21	50	0.030925980342183	0.0961516843366052	1
disease	Cardiovascular Diseases	1	hsa-mir-21	50	0.030925980342183	0.0961516843366052	1
disease	Pulmonary Fibrosis	1	hsa-mir-21	50	0.030925980342183	0.0961516843366052	1
disease	Brain Injuries	1	hsa-mir-21	50	0.030925980342183	0.0961516843366052	1
disease	AIDS Dementia Complex	1	hsa-mir-21	50	0.030925980342183	0.0961516843366052	1
disease	Behcet Syndrome	1	hsa-mir-155	50	0.030925980342183	0.0961516843366052	1
disease	Stomach Diseases	1	hsa-mir-155	50	0.030925980342183	0.0961516843366052	1
disease	Glioblastoma 	1	hsa-mir-21	50	0.030925980342183	0.0961516843366052	1
disease	Liver Neoplasms	2	hsa-mir-21, hsa-let-7b	10.5263157894737	0.0321397332652887	0.0981409712207922	1
disease	Asthma	2	hsa-let-7b, hsa-mir-155	9.52380952380952	0.0388302215769057	0.116490664730717	1
disease	Hypertension	2	hsa-mir-155, hsa-mir-21	9.09090909090909	0.042365636096656	0.124905582284969	1
disease	Dermatitis, Atopic	1	hsa-mir-21	33.3333333333333	0.046067761899336	0.131293121413108	1
disease	Carcinoma, Endometrioid	1	hsa-mir-21	33.3333333333333	0.046067761899336	0.131293121413108	1
