Category	Term	Count	Mir	Percentage	Pval	Pval.BH	Pval.Bonf
disease	Creutzfeldt-Jakob Syndrome	1	hsa-mir-146a	100	0.0346020761245674	0.13122674152902	1
disease	Gerstmann-Straussler-Scheinker Disease	1	hsa-mir-146a	100	0.0346020761245674	0.13122674152902	1
disease	Leprosy	1	hsa-mir-21	100	0.0346020761245674	0.13122674152902	1
disease	Hypopharyngeal Neoplasms	1	hsa-mir-21	100	0.0346020761245674	0.13122674152902	1
disease	Cataract	1	hsa-let-7b	100	0.0346020761245674	0.13122674152902	1
disease	Aortic Aneurysm, Abdominal	1	hsa-mir-21	100	0.0346020761245674	0.13122674152902	1
disease	Albuminuria	1	hsa-mir-21	100	0.0346020761245674	0.13122674152902	1
disease	Graft vs Host Disease	1	hsa-mir-155	100	0.0346020761245674	0.13122674152902	1
disease	Osteolysis	1	hsa-mir-21	100	0.0346020761245674	0.13122674152902	1
disease	Nerve Sheath Neoplasms	1	hsa-mir-204	100	0.0346020761245674	0.13122674152902	1
disease	Diabetes Complications	1	hsa-mir-155	100	0.0346020761245674	0.13122674152902	1
disease	Osteosarcoma 	1	hsa-mir-21	100	0.0346020761245674	0.13122674152902	1
disease	Hypertension	3	hsa-mir-155, hsa-mir-204, hsa-mir-21	13.6363636363636	0.0358409115949371	0.133407837603377	1
disease	Burkitt Lymphoma	2	hsa-mir-155, hsa-mir-146a	20	0.0433622922025879	0.155639655941432	1
disease	Sarcoma, Ewing	2	hsa-mir-21, hsa-let-7b	20	0.0433622922025879	0.155639655941432	1
disease	Myelodysplastic Syndromes	4	hsa-mir-146a, hsa-let-7b, hsa-mir-21, hsa-mir-155	9.52380952380952	0.0496976699325193	0.17034716516903	1
