regulator	target	category	evidence	source	regulator.association.disease	target.association.disease	is_regulator_in_disease	is_target_in_disease	target.reg	regulator.reg
FOS	HBB	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	beta-Thalassemia, Anemia, Sickle Cell, Hemoglobinopathies, Malaria, Falciparum, alpha-Thalassemia, Polycythemia Vera, Beta Thalassemia, Dominant Inclusion Body Type, Chloracne, Cyanosis, Heinz Body Anemias, Methemoglobinemia, Polycythemia	TRUE	FALSE	1	1
FOS	MT2A	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Prostatic Neoplasms, Carcinoma, Hepatocellular, Cardiomegaly, Heart Diseases, Neoplasm Invasiveness, Prostatic Intraepithelial Neoplasia, Stomach Neoplasms, Urinary Bladder Neoplasms	TRUE	FALSE	1	1
FOS	MMP12	tf-gene	Experimental	PMID20584335	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Pulmonary Emphysema, Abortion, Spontaneous, Colonic Neoplasms, Weight Gain	TRUE	FALSE	1	1
FOS	TXNIP	tf-gene	Experimental	PMID20584335	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Diabetic Nephropathies, Endometriosis, Disease Progression, Lymphoma, Large B-Cell, Diffuse	TRUE	FALSE	1	1
FOS	MMP1	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Pulmonary Disease, Chronic Obstructive, Neoplasm Metastasis, Atherosclerosis, Neoplasm Invasiveness, Recessive dystrophic epidermolysis bullosa, Aneurysm, Carcinoma, Non-Small-Cell Lung, Oral Submucous Fibrosis, Liver Cirrhosis, Experimental, Non-alcoholic Fatty Liver Disease, Ocular Hypertension	TRUE	FALSE	1	1
FOS	MIER1	tf-gene	Experimental	PMID20584335	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome		TRUE	FALSE	1	1
FOS	FLG	tf-gene	Experimental	PMID20584335	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Dermatitis, Atopic, Eczema, Ichthyosis Vulgaris, Dermatitis, Atopic, 1, Dermatitis, Atopic, 2	TRUE	FALSE	1	1
FOS	DBH	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Dopamine beta hydroxylase deficiency, Paranoid Disorders, PARKINSON DISEASE, LATE-ONSET, Peripheral Nervous System Diseases	TRUE	FALSE	1	1
FOS	A4GALT	tf-gene	Experimental	PMID20584335	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Burkitt Lymphoma	TRUE	FALSE	1	1
FOS	NOXO1	tf-gene	Experimental	PMID20584335	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome		TRUE	FALSE	1	1
FOS	WEE1	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome		TRUE	FALSE	1	1
FOS	EDN1	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Hypertension, Heart Failure, Diabetes Mellitus, Type 2, Hypertension, Pulmonary, Pulmonary Fibrosis, Erectile Dysfunction, Diabetes Mellitus, Experimental, Myocardial Reperfusion Injury, Nephrosis, Renal Insufficiency, Reperfusion Injury, Respiratory Distress Syndrome, Adult, Asthma, Hypertrophy, Left Ventricular, Stroke, Subarachnoid Hemorrhage, Cardiovascular Diseases, Arrhythmias, Cardiac, Kidney Diseases, Hypotension, Cardiomyopathies, Heart Defects, Congenital, Myocardial Ischemia, Craniofacial Abnormalities, Pain, Acute Lung Injury, Atrial Fibrillation, Bradycardia, Cardiovascular Abnormalities, Cartilage Diseases, Cerebrovascular Disorders, Gastrointestinal Diseases, Glomerulosclerosis, Focal Segmental, Hepatorenal Syndrome, Hernia, Diaphragmatic, Hyperalgesia, Hypercholesterolemia, Hypertrophy, Infarction, Middle Cerebral Artery, Inflammation, Lewy Body Disease, Liver Cirrhosis, Experimental, Oral Ulcer, Parkinson Disease, Peptic Ulcer, Peripheral Nervous System Diseases, Urinary Bladder, Overactive, Urinary Retention	TRUE	FALSE	1	1
FOS	PENK	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Nervous System Diseases, Amyotrophic lateral sclerosis 1, Dyskinesia, Drug-Induced, Narcolepsy, Opioid-Related Disorders, Pain, Prostatic Neoplasms	TRUE	FALSE	1	1
FOS	HLA-DRA	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Multiple Sclerosis, Parkinson Disease	TRUE	FALSE	1	1
FOS	NAT1	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Urinary Bladder Neoplasms, Prostatic Neoplasms, Neoplasms, Chromosome Aberrations, Dermatitis, Occupational, Drug Toxicity, Peripheral Nervous System Diseases	TRUE	FALSE	1	1
FOS	FOSL1	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome		TRUE	FALSE	1	1
FOS	GNAI2	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Atrioventricular Block, Bradycardia, Carcinoma, Mammary Neoplasms, Animal, Mammary Neoplasms, Experimental, Familial ventricular tachycardia	TRUE	FALSE	1	1
FOS	KRT16	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Palmoplantar Keratoderma, Nonepidermolytic, Focal, Pachyonychia Congenita, PACHYONYCHIA CONGENITA, TYPE 1, Palmoplantar Keratoderma, Nonepidermolytic, Keratoderma, Palmoplantar, Epidermolytic, Urinary Bladder Neoplasms	TRUE	FALSE	1	1
FOS	PLAU	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Alzheimer Disease, Myocardial Infarction, Asthenozoospermia, Brain Edema, Intracranial Hemorrhages, Reperfusion Injury, Thrombosis, Neoplasm Metastasis, Prostatic Neoplasms, Asthma, Adenocarcinoma, Pancreatic Neoplasms, Carcinoma, Transitional Cell, Idiopathic Pulmonary Fibrosis, Stomach Neoplasms, Liver Cirrhosis, Bone Neoplasms, Angina Pectoris, Angina, Unstable, Anuria, Arterial Occlusive Diseases, Brain Ischemia, Carotid Artery Diseases, Cerebral Hemorrhage, Cerebral Infarction, Cerebrovascular Disorders, Coronary Disease, Embolism, Cholesterol, Glomerulonephritis, IGA, Graft Occlusion, Vascular, Heart Rupture, Post-Infarction, Hematuria, Hemorrhage, Hypotension, Infarction, Middle Cerebral Artery, Intracranial Embolism and Thrombosis, Ischemia, Neoplasm Invasiveness, Neoplasm Recurrence, Local, Nephritis, Pulmonary Embolism, Purpura, Schoenlein-Henoch, Sagittal Sinus Thrombosis, Stroke, Thromboembolism, Venous Thrombosis, Ventricular Fibrillation	TRUE	FALSE	1	1
FOS	FOS	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	TRUE	TRUE	1	1
FOS	CAPNS1	tf-gene	Experimental	PMID20584335	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Prostatic Neoplasms	TRUE	FALSE	1	1
FOS	CCND1	tf-gene	Experimental	PMID20584335	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Colorectal Neoplasms, Prostatic Neoplasms, Carcinoma, Transitional Cell, Mammary Neoplasms, Experimental, Carcinoma, Breast Neoplasms, Multiple Myeloma, Carcinoma, Hepatocellular, Stomach Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Esophageal Neoplasms, Lung Neoplasms, Leukemia, Hyperplasia, Hyperparathyroidism, Carcinoma, Adenoid Cystic, von Hippel-Lindau Disease, Precancerous Conditions, Colonic Neoplasms, Brain Neoplasms, Kidney Neoplasms, Papilloma, Intestinal Polyps, Cecal Neoplasms, Cell Transformation, Neoplastic, Hemangiosarcoma, Mammary Neoplasms, Animal, Myocardial Ischemia, Neoplasms, Experimental, Salivary Gland Neoplasms, Urologic Neoplasms	TRUE	TRUE	1	1
FOSL1	IL6	tf-gene	Experimental	PMID20584335		Diabetes Mellitus, Type 2, Heart Failure, Diabetes Mellitus, Experimental, Reperfusion Injury, Shock, Hemorrhagic, Multiple Myeloma, Arthritis, Rheumatoid, Obesity, Myocardial Infarction, Atherosclerosis, Inflammation, Prostatic Neoplasms, Stroke, Breast Neoplasms, Neoplasm Metastasis, Lupus Erythematosus, Systemic, Metabolic Syndrome X, Arthritis, Juvenile Rheumatoid, Crohn Disease, Sarcoma, Kaposi, Carcinoma, Hepatocellular, Psoriasis, Parkinson Disease, Cachexia, Obstetric Labor, Premature, Abortion, Spontaneous, Pulmonary Fibrosis, Autoimmune Diseases, Schizophrenia, Colitis, Osteoporosis, Osteoporosis, Postmenopausal, Wounds and Injuries, Leukemia, Lymphocytic, Chronic, B-Cell, Giant Lymph Node Hyperplasia, Pneumonia, Inflammatory Bowel Diseases, Ovarian Neoplasms, Cholangiocarcinoma, Myocardial Ischemia, Ischemia, Depressive Disorder, Neurodegenerative Diseases, Dermatitis, Atopic, Intracranial Arteriovenous Malformations, Glomerulonephritis, Brain Injuries, Carcinoma, Basal Cell, Liver Cirrhosis, Hypercalcemia, Seizures, Arthritis, Experimental, Autistic Disorder, Cardiomyopathies, Headache, Hemolytic-Uremic Syndrome, Liver Cirrhosis, Alcoholic, Amnesia, Brain Ischemia, Peripheral Nervous System Diseases, Acute Kidney Injury, Albuminuria, Berylliosis, Burns, Cholestasis, Drug-Induced Liver Injury, Edema, Entamoebiasis, Fever, Hepatitis, Autoimmune, Hernia, Diaphragmatic, HIV Wasting Syndrome, Hyperalgesia, Hyperoxaluria, Hyperparathyroidism, Secondary, Hypersensitivity, Hypoalbuminemia, Hypotension, Infarction, Middle Cerebral Artery, Leishmaniasis, Leishmaniasis, Visceral, Lichenoid Eruptions, Lung Injury, Meningitis, Aseptic, Mitochondrial Myopathies, Necrosis, Pleurisy, Polymyositis, Pregnancy Complications, Cardiovascular, Respiratory Hypersensitivity, Ventricular Dysfunction, Left	FALSE	TRUE	1	1
FOXA1	TF	tf-gene	Experimental	Oreganno	Breast Neoplasms, Prostatic Neoplasms	Congenital atransferrinemia, Hepatitis, Obesity, Alzheimer Disease, Adenocarcinoma of lung, Alcoholism, Anemia, hypochromic microcytic, Autistic Disorder, Carcinoma, Drug-Induced Liver Injury, Fatty Liver, Inflammation, Iron Overload, Mammary Neoplasms, Animal, Mammary Neoplasms, Experimental, Neoplasm Invasiveness, Nephrotic Syndrome, Paratuberculosis, Restless Legs Syndrome	TRUE	FALSE	1	1
FOXA1	BASE	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Prostatic Neoplasms		TRUE	FALSE	1	1
FOXA1	SFTPD	tf-gene	Experimental	Transfac	Breast Neoplasms, Prostatic Neoplasms	Lung Neoplasms	TRUE	FALSE	1	1
FOXA1	APOB	tf-gene	Experimental	Transfac	Breast Neoplasms, Prostatic Neoplasms	Hyperlipoproteinemia Type II, Hypercholesterolemia, Fatty Liver, APOLIPOPROTEIN B, Coronary Disease, Hyperlipidemias, Cardiovascular Diseases, Dyslipidemias, Hypobetalipoproteinemia, Familial, Apolipoprotein B, Peripheral Nervous System Diseases, Ataxia with vitamin E deficiency, Behcet Syndrome, Hypertriglyceridemia	TRUE	FALSE	1	1
FOXA1	EPHX1	tf-gene	Experimental	Transfac	Breast Neoplasms, Prostatic Neoplasms	Pulmonary Disease, Chronic Obstructive, Pre-Eclampsia, Lung Neoplasms, Carcinoma, Hepatocellular, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Lymphoma, Non-Hodgkin, Multiple Myeloma, Carcinoma, Pulmonary Emphysema, Lymphoma, Abnormalities, Drug-Induced, Amphetamine-Related Disorders, Mammary Neoplasms, Animal, Mammary Neoplasms, Experimental, Micronuclei, Chromosome-Defective, Peripheral Nervous System Diseases, Prostatic Neoplasms	TRUE	FALSE	1	1
FOXA1	IGFBP1	tf-gene	Experimental	Transfac	Breast Neoplasms, Prostatic Neoplasms	Endometriosis, Abortion, Spontaneous, Colonic Neoplasms, Drug Toxicity, Liver Cirrhosis, Biliary, Liver Cirrhosis, Experimental, Precancerous Conditions	TRUE	FALSE	1	1
FOXA1	MUC4	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Prostatic Neoplasms	Prostatic Neoplasms, Abortion, Spontaneous	TRUE	FALSE	1	1
FOXM1	MIER1	tf-gene	Experimental	PMID20584335	Carcinoma, Hepatocellular, Breast Neoplasms, Carcinoma, Non-Small-Cell Lung, Lung Neoplasms, Leukemia, Liver Neoplasms, Experimental, Precancerous Conditions		TRUE	FALSE	1	1
FOXM1	CRP	tf-gene	Experimental	PMID20584335	Carcinoma, Hepatocellular, Breast Neoplasms, Carcinoma, Non-Small-Cell Lung, Lung Neoplasms, Leukemia, Liver Neoplasms, Experimental, Precancerous Conditions	Inflammation, Arthritis, Rheumatoid, Hypertension, Myocardial Ischemia, Cardiovascular Diseases, Atherosclerosis, Lupus Erythematosus, Systemic, Metabolic Syndrome X, Crohn Disease, Infection, Acute Coronary Syndrome, Heart Diseases, Carcinoma, Hepatocellular, Metabolic Diseases, Lung Neoplasms, Thrombosis, Heart Failure, Periodontitis, Diabetes Mellitus, Type 1, Malaria, Psoriasis, Anxiety Disorders, Diabetic Retinopathy, Meningitis, Myocarditis, Arthritis, Experimental, Hyperparathyroidism, Secondary, Hypertriglyceridemia, Leishmaniasis, Leishmaniasis, Visceral, Nephritis, Interstitial, Pasteurellaceae Infections, Substance Withdrawal Syndrome	TRUE	FALSE	1	1
FOXM1	APOB	tf-gene	Experimental	PMID20584335	Carcinoma, Hepatocellular, Breast Neoplasms, Carcinoma, Non-Small-Cell Lung, Lung Neoplasms, Leukemia, Liver Neoplasms, Experimental, Precancerous Conditions	Hyperlipoproteinemia Type II, Hypercholesterolemia, Fatty Liver, APOLIPOPROTEIN B, Coronary Disease, Hyperlipidemias, Cardiovascular Diseases, Dyslipidemias, Hypobetalipoproteinemia, Familial, Apolipoprotein B, Peripheral Nervous System Diseases, Ataxia with vitamin E deficiency, Behcet Syndrome, Hypertriglyceridemia	TRUE	FALSE	1	1
FOXM1	CYP3A4	tf-gene	Experimental	PMID20584335	Carcinoma, Hepatocellular, Breast Neoplasms, Carcinoma, Non-Small-Cell Lung, Lung Neoplasms, Leukemia, Liver Neoplasms, Experimental, Precancerous Conditions	Breast Neoplasms, Prostatic Neoplasms, Osteosarcoma, Hepatitis C, Torsades de Pointes	TRUE	TRUE	1	1
