gene.symbol	gene.entrezid
C12ORF34	NA
C12ORF39	NA
C12ORF40	NA
C12ORF48	NA
C12ORF52	NA
C12ORF56	NA
C12ORF70	NA
C13ORF15	NA
C13ORF26	NA
C13ORF30	NA
C13ORF33	NA
C13ORF36	NA
C13ORF37	NA
C14ORF129	NA
C14ORF132	NA
C14ORF139	NA
C14ORF159	NA
C14ORF180	NA
C14ORF49	NA
C14ORF53	NA
C14ORF80	NA
C15ORF17	NA
C15ORF23	NA
C15ORF42	NA
C15ORF48	NA
C15ORF50	NA
C15ORF52	NA
C15ORF63	NA
C16ORF13	NA
C16ORF53	NA
C16ORF58	NA
C16ORF59	NA
C16ORF5	NA
C16ORF71	NA
C16ORF75	NA
C16ORF88	NA
C16ORF89	NA
C17ORF103	NA
C17ORF108	NA
C17ORF28	NA
C17ORF37	NA
C17ORF39	NA
C17ORF51	NA
C17ORF62	NA
C17ORF71	NA
C17ORF91	NA
C17ORF93	NA
C18ORF32	NA
C18ORF34	NA
C18ORF45	NA
C18ORF56	NA
C19ORF10	NA
C19ORF12	NA
C19ORF21	NA
C19ORF22	NA
C19ORF28	NA
C19ORF30	NA
C19ORF33	NA
C19ORF46	NA
C19ORF48	NA
C19ORF51	NA
C19ORF53	NA
C19ORF63	NA
C19ORF69	NA
C1QL2	165257
C1QTNF1	114897
C1QTNF3	114899
C1QTNF6	114904
C1QTNF7	114905
C1QTNF9B	387911
C1QTNF9	338872
C1R	715
C1ORF106	NA
C1ORF112	NA
C1ORF115	NA
C1ORF130	NA
C1ORF131	NA
C1ORF135	NA
C1ORF158	NA
C1ORF175	NA
C1ORF182	NA
C1ORF183	NA
C1ORF189	NA
C1ORF190	NA
C1ORF194	NA
C1ORF230	NA
C1ORF27	NA
C1ORF31	NA
C1ORF35	NA
C1ORF43	NA
C1ORF51	NA
C1ORF58	NA
C1ORF64	NA
C1ORF65	NA
C1ORF85	NA
C1ORF93	NA
C1ORF97	NA
C1ORF9	NA
C20ORF103	NA
C20ORF114	NA
C20ORF151	NA
C20ORF160	NA
C20ORF194	NA
C20ORF201	NA
C20ORF20	NA
C20ORF24	NA
C20ORF54	NA
C20ORF85	NA
C21ORF34	NA
C21ORF45	NA
C21ORF58	NA
C21ORF59	NA
C21ORF63	NA
C22ORF39	NA
C2CD2L	9854
C2CD2	25966
C2CD4A	145741
C2CD4B	388125
C2ORF18	NA
C2ORF29	NA
C2ORF40	NA
C2ORF48	NA
C2ORF54	NA
C2ORF67	NA
C2ORF84	NA
C2ORF88	NA
C2	717
C3ORF14	NA
C3ORF50	NA
C3ORF52	NA
C3ORF55	NA
C3ORF57	NA
C3ORF58	NA
C3ORF64	NA
C3ORF67	NA
C3	718
C4A	720
C4ORF31	NA
C4ORF34	NA
C4ORF49	NA
C4ORF6	NA
C4ORF7	NA
C5ORF13	NA
C5ORF23	NA
C5ORF30	NA
C5ORF32	NA
C5ORF41	NA
C5ORF46	NA
C5ORF4	NA
C5ORF53	NA
C5ORF62	NA
C6ORF115	NA
C6ORF118	NA
C6ORF125	NA
C6ORF126	NA
C6ORF127	NA
C6ORF129	NA
C6ORF145	NA
C6ORF153	NA
C6ORF154	NA
C6ORF174	NA
C6ORF1	NA
C6ORF211	NA
C6ORF218	NA
C6ORF222	NA
C6ORF64	NA
C6	729
C7ORF33	NA
C7ORF41	NA
C7ORF51	NA
C7ORF52	NA
C7ORF57	NA
C7ORF58	NA
C7ORF68	NA
C7	730
C8ORF30A	NA
C8ORF38	NA
C8ORF42	NA
C8ORF51	NA
C8ORF55	NA
C8ORF73	NA
C8ORF76	NA
C8ORF79	NA
C8ORF83	NA
C8ORF85	NA
C9ORF100	NA
C9ORF116	NA
C9ORF125	NA
C9ORF140	NA
C9ORF142	NA
C9ORF150	NA
C9ORF169	NA
C9ORF172	NA
C9ORF46	NA
C9ORF5	NA
C9ORF7	NA
C9ORF89	NA
C9ORF91	NA
CA11	770
CA12	771
CA4	762
CA9	768
CAB39L	81617
CABC1	56997
CABLES2	81928
CABP1	795
CABP7	164633
CACHD1	57685
CACNA1B	774
CACNA1D	776
CACNA1H	8912
CACNA1I	8911
CACNA2D1	781
CACNA2D2	9254
CACNB3	784
CACNG4	27092
CACYBP	27101
CADM3	57863
CALB2	794
CALCB	797
CALCOCO1	57658
CALHM1	255022
CALML5	51806
CALR3	125972
CALR	811
CALU	813
CALY	50632
CAMK1	8536
CAMK2N2	94032
CAMP	820
CAND1	55832
CANT1	124583
CAPG	822
CAPN11	11131
CAPN13	92291
CAPN6	827
CAPN8	388743
CAPN9	10753
CAPSL	133690
CAPS	828
CAPZA1	829
CAPZA3	93661
CARD17	440068
CARD6	84674
CARM1	10498
CASC5	57082
CASP12	100506742
CASP14	23581
CASP3	836
CASP6	839
CASQ2	845
CAT	847
CAV1	857
CAV2	858
CBLC	23624
CBLN2	147381
CBS	875
CBWD3	445571
CBX1	10951
CBX2	84733
CBX3	11335
CBX4	8535
CBX7	23492
CBX8	57332
CC2D2A	57545
CCAR1	55749
CCBE1	147372
CCDC107	203260
CCDC108	255101
CCDC117	150275
CCDC125	202243
CCDC135	84229
CCDC137	339230
CCDC141	285025
CCDC151	115948
CCDC152	100129792
CCDC19	25790
CCDC21	64793
CCDC24	149473
CCDC36	339834
CCDC3	83643
CCDC43	124808
CCDC46	201134
CCDC50	152137
CCDC52	152185
CCDC60	160777
CCDC64	92558
CCDC69	26112
CCDC74A	90557
CCDC74B	91409
CCDC78	124093
CCDC80	151887
CCDC82	79780
CCDC85A	114800
CCDC87	55231
CCDC88C	440193
CCDC8	83987
CCDC93	54520
CCDC99	54908
CCL11	6356
CCL13	6357
CCL14	6358
CCL16	6360
CCL20	6364
CCL21	6366
CCL23	6368
CCL28	8507
CCL2	6347
CCL5	6352
CCL7	6354
CCNA2	890
CCNB1IP1	57820
CCNB1	891
CCNB2	9133
CCND1	595
CCND2	894
CCNDBP1	23582
CCNE1	898
CCNE2	9134
CCNF	899
CCNG1	900
CCNL1	4171
CCNO	10309
CCR4	1233
CCR5	1234
CCR7	1236
CCR8	1237
CCRL1	1524
CCT2	10576
CCT3	7203
CCT5	22948
CCT6A	908
CCT8	10694
CD14	929
CD164L2	388611
CD177	57126
CD1A	909
CD200	4345
CD207	50489
CD209	30835
CD248	57124
CD24	100133941
CD276	80381
CD2AP	23607
CD2	914
CD300LG	146894
CD302	9936
CD34	947
CD36	948
CD5	921
CD80	941
CD86	942
CD93	22918
CD99L2	83692
CD9	928
CDADC1	81602
CDC14B	8555
CDC20B	166979
CDC20	991
CDC25A	993
CDC25B	994
CDC25C	995
CDC42EP2	10435
CDC42EP3	10602
CDC42SE1	56882
CDC45	8318
CDC6	990
CDC7	8317
CDCA2	157313
CDCA3	83461
CDCA4	55038
CDCA5	113130
CDCA7	83879
CDCA8	55143
CDCP1	64866
CDH11	1009
CDH12	1010
CDH13	1012
CDH1	999
CDH20	8641
CDH23	64072
CDH2	1000
CDH4	1002
CDH5	1003
CDH7	1005
CDHR4	389118
CDK12	51755
CDK16	5127
CDK1	983
CDK2AP2	10263
CDK2	1017
CDK5R1	8851
CDK5R2	8941
CDK5	1020
CDKN1C	1028
CDKN2A	1029
CDKN2BAS	100048912
CDKN2B	1030
CDKN2C	1031
CDKN2D	1032
CDKN3	1033
CDO1	1036
CDR2	1039
CDS1	1040
CDSN	1041
CDT1	81620
CEACAM5	1048
CEACAM6	4680
CEACAM8	1088
CEBPA	1050
CEBPD	1052
CELF2	10659
CELF3	11189
CELSR1	9620
CELSR2	1952
CELSR3	1951
CENPA	1058
CENPE	1062
CENPF	1063
CENPH	64946
CENPI	2491
CENPK	64105
CENPL	91687
CENPM	79019
CENPN	55839
CENPO	79172
CENPP	401541
CENPW	387103
CEP250	11190
CEP55	55165
CEP68	23177
CEP70	80321
CERCAM	51148
CES1	1066
CES2	1066
CES4	51716
CETN2	1069
CETN4P	729338
CETP	1071
CFB	629
CFC1B	55997
CFD	1675
CFH	3075
CFI	3426
CFL1	1072
CFL2	1073
CFLAR	8837
CFP	5199
CGA	1081
CGB7	1082
CGNL1	84952
CGN	57530
CGREF1	10669
CHAD	1101
CHAF1A	10036
CHAF1B	8208
CHCHD10	400916
CHCHD1	118487
CHCHD2	51142
CHCHD8	51287
CHD9	80205
CHEK1	1111
CHL1	1663
CHML	1122
CHPF2	54480
CHPF	79586
CHRDL1	91851
CHRD	8646
CHRNA5	1138
CHRNA6	8973
CHST11	50515
CHST15	51363
CHST1	8534
CHST2	9435
CHST3	9469
CHST6	4166
CHST7	56548
CHST8	64377
CHST9	83539
CHTF18	63922
CIB1	10519
CIB3	117286
CIB4	130106
CIDEA	1149
CIDEC	63924
CILP2	148113
CISD2	493856
CISD3	284106
CISH	1154
CITED1	4435
CITED2	10370
CIT	11113
CKAP2L	150468
CKAP2	26586
CKAP4	10970
CKAP5	9793
CKMT1A	548596
CKMT1B	1159
CKS1B	1163
CKS2	1164
CLCA4	22802
CLCN2	1181
CLCN4	1183
CLCN6	1185
CLCN7	1186
CLDN11	5010
CLDN19	149461
CLDN25	644672
CLDN3	1365
CLDN5	7122
CLDN6	9074
CLDN7	1366
CLDN8	9073
CLDND2	125875
CLEC10A	10462
CLEC11A	6320
CLEC14A	161198
CLEC1A	51267
CLEC2A	387836
CLEC3A	10143
CLEC3B	7123
CLEC4GP1	440508
CLEC4G	339390
CLEC5A	23601
CLEC6A	93978
CLEC7A	64581
CLGN	1047
CLIC2	1193
CLIC3	9022
CLIC5	53405
CLIC6	54102
CLIP3	25999
CLIP4	53347
CLK1	1195
CLK4	57396
CLLU1OS	574016
CLN3	1201
CLN6	54982
CLNS1A	1207
CLRN1OS	116933
CLSPN	63967
CLSTN3	9746
CLTC	1213
CMA1	1215
CMBL	134147
CMPK2	129607
CMTM7	112616
CNGA2	1260
CNIH2	254263
CNIH4	29097
CNKSR2	22866
CNN1	1264
CNNM4	26504
CNOT6	57472
CNRIP1	25927
CNTD2	79935
CNTFR	1271
CNTN1	1272
CNTNAP2	26047
CNTNAP3	79937
COBLL1	22837
COG2	22796
COG7	91949
COL10A1	1300
COL11A1	1301
COL12A1	1303
COL14A1	7373
COL17A1	1308
COL1A1	1277
COL1A2	1278
COL22A1	169044
COL23A1	91522
COL24A1	255631
COL25A1	84570
COL29A1	256076
COL3A1	1281
COL4A3BP	10087
COL4A6	1288
COL5A1	1289
COL5A2	1290
COL6A3	1293
COL6A6	131873
COL7A1	1294
COL8A1	1295
COL8A2	1296
COMMD3	23412
COMMD5	28991
COMP	1311
COMTD1	118881
COPA	1314
COPB2	9276
COPE	11316
COPG	22820
COPS5	10987
COPZ2	51226
CORIN	10699
CORO1A	11151
CORO1B	57175
CORO2A	7464
CORO2B	10391
CORO7	79585
COX17	10063
COX6A1	1337
COX6C	1345
COX7A1	1346
COX7B2	170712
COX8A	1351
CPA1	1357
CPA2	1358
CPAMD8	27151
CPB1	1360
CPE	1363
CPLX2	10814
CPM	1368
CPNE2	221184
CPNE7	27132
CPNE8	144402
CPS1	1373
CPSF3	51692
CPVL	54504
CPXM2	119587
CR1	1378
CRABP2	1382
CRAT	1384
CRB2	286204
CRB3	92359
CRCT1	54544
CREB3L1	90993
CREB3L4	148327
CREB5	9586
CREBL2	1389
CRELD2	79174
CRHBP	1393
CRIM1	51232
CRIP1	1396
CRIP2	1397
CRISPLD2	83716
CRNKL1	51340
CRTAP	10491
CRY2	1408
CRYAB	1410
CRYBA2	1412
CRYBG3	131544
CSAG1	158511
CSAG2	102723547
CSAG3	389903
CSDA	8531
CSE1L	1434
CSF1	1435
CSF3R	1441
CSF3	1440
CSGALNACT1	55790
CSMD2	114784
CSMD3	114788
CSN1S1	1446
CSN1S2A	286828
CSN2	1447
CSNK1G1	53944
CSPG4	1464
CSRNP1	64651
CSRNP2	81566
CSRNP3	80034
CSRP1	1465
CSRP2	1466
CST1	1469
CST2	1470
CST4	1472
CST5	1473
CST6	1474
CST9L	128821
CSTF2	1478
CSTF3	1479
CTBP2	1488
CTF1	1489
CTHRC1	115908
CTNNAL1	8727
CTNND2	1501
CTPS2	56474
CTPS	1503
CTSA	5476
CTSD	1509
CTSG	1511
CTTNBP2	83992
CTTN	2017
CTXN1	404217
CTXN2	399697
CUBN	8029
CUTC	51076
CWH43	80157
CX3CL1	6376
CX3CR1	1524
CXADRP3	440224
CXCL10	3627
CXCL11	6373
CXCL12	6387
CXCL17	284340
CXCL2	2920
CXCL3	2921
CXCL9	4283
CXCR2P1	3580
CXCR2	3579
CXCR3	2833
CXCR4	7852
CXCR7	57007
CXXC5	51523
CXORF22	NA
CXORF30	NA
CXORF36	NA
CXORF40A	NA
CXORF40B	NA
CXORF41	NA
CXORF59	NA
CXORF61	NA
CYB561D2	11068
CYB561	1534
CYB5R3	1727
CYBRD1	79901
CYC1	1537
CYCS	54205
CYFIP2	26999
CYGB	114757
CYMP	643160
CYP11A1	1583
CYP1A1	1543
CYP26B1	56603
CYP2A13	1553
CYP2A6	1548
CYP2B7P1	1556
CYP2U1	113612
CYP39A1	51302
CYP3A5	1577
CYP46A1	10858
CYP4Z1	199974
CYP4Z2P	163720
CYP51A1	1595
CYR61	3491
CYTH3	9265
CYTL1	54360
CYTSB	92521
CYYR1	116159
D4S234E	27065
DAAM2	23500
DAB2IP	153090
DAB2	1601
DACH1	1602
DACT1	51339
DACT2	168002
DAP3	7818
DAPK2	23604
DAPP1	27071
DARC	2532
DARS2	55157
DBC1	1620
DBF4	10926
DBNDD1	79007
DCAF10	79269
DCAF13	25879
DCAF7	10238
DCBLD2	131566
DCDC2	51473
DCI	1632
DCK	1633
DCN	1634
DCTN5	84516
DCTPP1	79077
DCT	1638
DCUN1D3	123879
DCUN1D5	84259
DCX	1641
DDR1	780
DDR2	4921
DDX26B	203522
DDX27	55661
DDX39	10212
DDX41	51428
DDX58	23586
DDX60	55601
DEFB132	400830
DEFB1	1672
DEGS2	123099
DENND1B	163486
DENND2A	27147
DENND2D	79961
DENND5A	23258
DENND5B	160518
DEPDC1B	55789
DEPDC1	55635
DERL1	79139
DGAT2	84649
DHCR24	1718
DHCR7	1717
DHDDS	79947
DHDPSL	112817
DHRS12	79758
DHRS13	147015
DHRS3	9249
DHRS9	10170
DHTKD1	55526
DIAPH2	1730
DIAPH3	81624
DIO1	1733
DIO3OS	64150
DIP2C	22982
DIRAS1	148252
DIXDC1	85458
DKC1	1736
DKFZP434L187	26082
DKFZP686O24166	NA
DKFZP779M0652	NA
DKK3	27122
DLC1	8655
DLEC1	9940
DLG3	1741
DLGAP2	9228
DLGAP3	58512
DLGAP5	9787
DLK1	8788
DLK2	65989
DLL1	28514
DLL3	10683
DLL4	54567
DLX2	1746
DLX5	1749
DLX6	1750
DMBT1	1755
DMBX1	127343
DMD	1756
DMGDH	29958
DMP1	1758
DMRT1	1761
DMRT2	10655
DMRTA2	63950
DMRTC2	63946
DNA2	1763
DNAH11	8701
DNAH14	127602
DNAH1	25981
DNAH3	55567
DNAH9	1770
DNAJA1	3301
DNAJA3	9093
DNAJA4	55466
DNAJB11	51726
DNAJB4	11080
DNAJC10	54431
DNAJC12	56521
DNAJC18	202052
DNAJC1	64215
DNAJC22	79962
DNAJC6	9829
DNAJC9	23234
DNALI1	7802
DNASE1L3	1776
DNASE2	1777
DNMT1	1786
DNMT3A	1788
DNMT3B	1789
DOC2B	8447
DOCK11	139818
DOCK1	1793
DOCK4	9732
DOCK6	57572
DOK7	285489
DOLPP1	57171
DONSON	29980
DOPEY2	9980
DPCD	25911
DPEP1	1800
DPM2	8818
DPP3	10072
DPP4	1803
DPP6	1804
DPP9	91039
DPRX	503834
DPT	1805
DPY19L2	283417
DPY30	84661
DPYD	1806
DPYSL2	1808
DPYSL5	56896
DQX1	165545
DRAP1	10589
DRD2	1813
DRP2	1808
DSC1	1823
DSCC1	79075
DSCR4	10281
DSCR6	53820
DSCR8	84677
DSEL	92126
DSE	29940
DSN1	79980
DST	667
DTL	10673
DTX1	1840
DTX2	113878
DTX3L	151636
DTYMK	1841
DUS1L	64118
DUSP1	1843
DUSP22	56940
DUSP2	1844
DUSP6	1848
DVWA	344875
DYDC1	143241
DYDC2	84332
DYNLT1	6993
E2F1	1869
E2F2	1870
E2F3	1871
E2F5	1875
E2F7	144455
E2F8	79733
EAF1	10847
EARS2	124454
EBF1	1879
EBF2	64641
EBF3	22924
EBNA1BP2	10969
EBP	2720
ECE2	9718
ECHDC1	55862
ECHDC2	55268
ECHDC3	79746
ECM1	1893
ECM2	1842
ECSCR	641700
ECT2	1894
EDAR	10913
EDA	1896
EDEM3	80267
EDIL3	10085
EDN1	1906
EDN2	1907
EDN3	1908
EDNRB	1910
EEPD1	80820
EFCAB1	79645
EFEMP1	2202
EFHA2	286097
EFHD1	80303
EFNA1	1942
EFNA2	1943
EFNA3	1944
EFNA4	1945
EFNB1	1947
EFNB3	1949
EFR3A	23167
EFR3B	22979
EGFL6	25975
EGFL7	51162
EGFLAM	133584
EGFR	1956
EGF	1950
EGLN3	112399
EGR1	1958
EGR2	1959
EGR3	1960
EHBP1	23301
EHD2	30846
EHF	26298
EHHADH	1962
EIF2AK1	5610
EIF2AK2	5610
EIF3C	8663
EIF3H	8667
EIF3L	51386
EIF4A3	9775
EIF4E1B	253314
EIF4E3	317649
EIF4EBP1	1978
EIF4EBP2	1979
EIF6	3692
ELANE	1991
ELAVL1	1994
ELAVL2	1993
ELF5	2001
ELFN2	114794
ELL3	80237
ELMOD3	84173
ELOVL2	54898
ELP2	55250
ELTD1	64123
EMCN	51705
EME1	146956
EMILIN2	84034
EMILIN3	79812
EMP1	2012
EMP2	2013
EMX1	2016
EMX2OS	196047
EN1	2019
ENAH	55740
ENC1	8507
ENO2	2026
ENOPH1	58478
ENPP1	5167
ENPP2	5168
ENPP5	59084
ENSA	2029
ENTHD1	150350
ENTPD7	57089
ENTPD8	377841
ENY2	56943
EPAS1	2034
EPB41L2	2037
EPB41L3	23136
EPB41L4B	54566
EPB42	2038
EPB49	2039
EPCAM	4072
EPDR1	54749
EPHA10	284656
EPHA2	1969
EPHA4	2043
EPHA8	2046
EPHB1	2047
EPHB2	2048
EPHB6	2051
EPM2A	7957
EPN3	55040
EPO	2056
EPPK1	83481
EPR1	NA
EPRS	2058
EPS15L1	58513
EPS8L1	54869
EPS8	2059
EPSTI1	94240
EPT1	85465
EPYC	1833
ERAL1	26284
ERAP1	51752
ERBB2	2064
ERBB3	2065
ERCC6L	54821
ERGIC1	57222
ERGIC2	51290
ERG	2078
ERH	2079
ERMN	57471
ERMP1	79956
ERO1L	30001
ERP27	121506
ERRFI1	54206
ESAM	90952
ESCO2	157570
ESD	2098
ESM1	11082
ESPL1	9700
ESPN	83715
